Time	myPart
0.000000000000000	0.000000000000000
33.333333333299997	0.333333333333000
66.666666666599994	0.666666666666000
99.999999999899984	0.999999999999000
133.333333333199988	1.333333333332000
166.666666666499992	1.666666666665000
199.999999999799996	1.999999999998000
233.333333333100001	2.333333333331000
266.666666666399976	2.666666666664000
299.999999999699980	2.999999999997000
333.333333332999985	3.333333333330000
366.666666666299989	3.666666666663000
399.999999999599993	3.999999999996000
433.333333332899997	4.333333333329000
466.666666666200001	4.666666666662000
499.999999999500005	4.999999999995000
533.333333332799953	5.333333333328000
566.666666666099900	5.666666666660999
599.999999999399847	5.999999999993999
633.333333332699794	6.333333333326998
666.666666665999742	6.666666666659998
699.999999999299689	6.999999999992997
733.333333332599636	7.333333333325997
766.666666665899584	7.666666666658994
799.999999999199531	7.999999999991994
833.333333332499478	8.333333333324994
866.666666665799426	8.666666666657992
899.999999999099373	8.999999999990992
933.333333332399320	9.333333333323992
966.666666665699267	9.666666666656990
999.999999998999215	9.999999999989990
